datetime,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,CO,O3,PM10,PM2.5,AQI,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,ec_cbh,ec_sf,ec_blh,ec_fal,ec_lcc,ec_mcc,ec_hcc,ec_tp
2023-12-26 21:00:00,-7.4,1000.6,56.0,0.3,7100.0,3.1,1032.5,3.5,0.0,101.0,102.0,3.0,100.0,4.1,5.0,57080,9.05,61.2,1.32,32.26,169.01,133.64,178.11,16472.61,0.0,0.04,-6.06,1016.54,1032.36,-5.63,0.02,63.6,5.63,90.23,,0.0,499.21,0.18,0.0,0.0,0.0,0.0
2023-12-26 21:00:00,-4.9,1017.5,71.0,-0.3,7700.0,1.7,1032.6,4.2,0.0,328.0,329.0,1.8,335.0,2.6,0.0,57086,7.0,31.48,1.09,72.2,196.49,168.42,217.77,12896.61,0.0,-1.55,-3.08,1019.51,1032.28,-0.23,-3.99,89.45,3.99,3.28,316.64,0.0,341.71,0.14,0.07,0.0,0.0,0.0
2023-12-26 21:00:00,-6.4,1021.8,62.0,0.0,5500.0,4.8,1032.3,3.8,0.0,34.0,33.0,5.2,33.0,6.9,5.0,57090,5.21,42.31,1.19,61.8,178.74,161.71,211.28,13634.61,0.0,-0.66,-2.76,1022.02,1032.39,-2.31,-4.6,85.83,5.14,26.69,608.14,0.0,469.34,0.27,0.11,0.0,0.0,0.0
2023-12-26 21:00:00,-6.3,1018.7,57.0,1.3,4300.0,3.6,1033.0,3.8,0.0,45.0,55.0,3.0,46.0,4.8,5.0,57083,8.08,44.81,1.07,59.87,139.25,143.18,190.52,13882.61,0.0,-1.66,-3.76,1014.6,1032.9,-2.79,-3.03,85.71,4.12,42.7,417.14,0.0,514.34,0.22,0.07,0.0,0.0,0.0
2023-12-26 21:00:00,-6.7,1015.0,57.0,0.8,7100.0,1.2,1033.1,3.7,0.0,91.0,98.0,1.5,73.0,1.5,5.0,57081,8.99,42.76,1.2,57.23,145.47,141.97,187.7,15316.61,0.0,-0.93,-5.15,1017.06,1032.91,-3.46,0.61,73.17,3.52,100.01,,0.0,517.46,0.16,0.0,0.0,0.0,0.0
2023-12-26 22:00:00,-13.9,891.3,37.0,-1.0,21300.0,2.3,1030.0,2.1,0.0,55.0,57.0,2.4,62.0,3.0,0.0,57084,8.05,55.86,1.26,33.92,157.33,121.46,162.37,14831.19,0.0,-5.87,-8.02,962.97,1033.47,-1.36,1.19,84.82,1.81,131.04,,0.0,39.54,0.19,0.0,0.0,0.0,0.0
2023-12-26 22:00:00,-7.2,1019.2,53.0,1.3,5000.0,3.2,1033.4,3.6,0.0,86.0,74.0,2.8,72.0,4.5,5.0,57083,8.05,42.73,1.13,57.25,129.41,130.44,172.45,13891.19,0.0,-1.65,-3.75,1015.38,1033.69,-2.4,-3.3,85.68,4.07,36.03,417.13,0.0,547.79,0.22,0.06,0.0,0.0,0.0
2023-12-26 22:00:00,-6.7,1022.6,62.0,-0.3,5500.0,5.1,1033.1,3.7,0.0,29.0,31.0,4.7,36.0,7.3,5.0,57090,5.97,45.56,1.1,52.94,172.95,155.99,204.28,13643.19,0.0,-0.6,-3.06,1022.74,1033.12,-2.13,-4.67,83.54,5.13,24.5,540.13,0.0,493.66,0.27,0.28,0.0,0.0,0.0
2023-12-26 22:00:00,-6.4,1000.5,66.0,-0.8,12500.0,1.1,1033.5,3.8,0.0,153.0,158.0,1.2,163.0,1.5,0.0,57085,8.08,42.76,1.2,57.31,139.03,129.78,173.41,13877.19,0.0,-2.63,-5.12,994.73,1034.18,-0.82,-3.3,83.09,3.4,13.91,,0.0,492.41,0.17,0.02,0.0,0.0,0.0
2023-12-26 22:00:00,-5.4,1018.3,68.0,-0.2,8700.0,2.4,1033.4,4.1,0.0,354.0,350.0,2.7,346.0,2.8,0.0,57086,7.0,31.48,1.09,71.79,190.04,165.56,213.4,12905.19,0.0,-1.37,-2.96,1020.36,1033.14,-0.23,-4.36,89.1,4.37,3.07,538.63,0.0,386.54,0.14,0.06,0.0,0.0,0.0
2023-12-26 22:00:00,-7.1,981.6,66.0,-1.6,4500.0,2.1,1033.4,3.6,0.0,29.0,34.0,2.6,27.0,2.7,5.0,57082,8.05,49.13,1.3,46.55,143.99,126.26,166.69,14847.19,0.0,-4.66,-7.06,974.8,1033.76,-1.01,-1.43,83.39,1.75,35.33,,0.0,219.04,0.18,0.0,0.0,0.0,0.0
2023-12-26 22:00:00,-6.8,1015.6,57.0,0.7,7900.0,1.4,1033.5,3.7,0.0,99.0,101.0,1.7,76.0,1.5,0.0,57081,8.1,41.62,1.2,56.42,138.67,134.04,176.9,15907.19,0.0,-1.1,-6.35,1017.95,1033.83,-3.27,-0.03,67.57,3.27,89.4,,0.0,532.29,0.16,0.01,0.0,0.0,0.0
2023-12-26 22:00:00,-7.6,1001.1,55.0,0.4,7700.0,3.2,1033.0,3.4,0.0,97.0,107.0,3.4,97.0,4.7,0.0,57080,9.73,58.73,1.32,32.7,175.78,134.48,178.77,16491.19,0.0,-0.49,-6.3,1017.61,1033.46,-5.02,-0.07,64.83,5.03,89.18,,0.0,499.54,0.18,0.0,0.0,0.0,0.0
2023-12-26 23:00:00,-6.9,1016.0,62.0,-0.5,9300.0,1.3,1033.9,3.6,0.0,94.0,102.0,0.9,87.0,1.7,0.0,57081,8.1,41.62,1.2,49.87,127.99,117.21,153.65,15910.08,0.0,-1.37,-7.31,1018.23,1034.11,-2.82,-0.12,64.02,2.82,87.58,538.12,0.0,465.5,0.16,0.21,0.0,0.0,0.0
2023-12-26 23:00:00,-13.2,891.5,44.0,-2.6,16700.0,5.5,1030.0,2.2,0.0,56.0,50.0,6.1,57.0,6.2,0.0,57084,6.92,52.43,1.26,36.21,156.65,121.36,161.63,14834.08,0.0,-6.25,-8.26,963.22,1033.77,-1.38,1.38,85.67,1.95,134.94,,0.0,32.12,0.19,0.0,0.0,0.0,0.0
2023-12-26 23:00:00,-7.6,1019.7,53.0,0.9,6300.0,3.0,1033.8,3.4,0.0,52.0,56.0,2.9,31.0,5.7,5.0,57083,8.95,42.73,1.0,48.24,112.89,102.63,134.73,14866.08,0.0,-1.64,-4.44,1015.61,1033.92,-1.96,-3.18,81.26,3.74,31.62,475.12,0.0,492.75,0.22,0.16,0.0,0.0,0.0
2023-12-26 23:00:00,-7.1,1001.5,59.0,-0.1,7000.0,3.2,1033.3,3.6,0.0,106.0,105.0,2.6,103.0,5.4,5.0,57080,8.08,55.73,1.32,30.64,164.26,128.66,171.17,16496.08,0.0,-0.87,-7.14,1017.93,1033.8,-4.94,-0.01,62.52,4.94,89.86,,0.0,489.75,0.18,0.0,0.0,0.0,0.0
2023-12-26 23:00:00,-6.6,1023.0,64.0,-0.6,5400.0,4.0,1033.5,3.7,0.0,29.0,28.0,4.2,29.0,6.1,5.0,57090,6.15,53.88,1.19,41.24,160.88,148.28,194.97,14620.08,0.0,-1.08,-5.05,1023.07,1033.47,-1.96,-4.45,74.48,4.87,23.78,762.12,0.0,434.75,0.27,0.1,0.0,0.0,0.0
2023-12-26 23:00:00,-6.5,1018.5,63.0,-0.3,10300.0,2.5,1033.5,3.8,0.0,351.0,352.0,2.7,326.0,2.6,0.0,57086,8.07,33.65,1.09,63.53,181.02,152.56,198.47,12910.08,0.0,-1.38,-2.97,1020.7,1033.47,-0.22,-3.97,89.1,3.98,3.12,607.12,0.0,382.5,0.14,0.06,0.0,0.0,0.0
2023-12-26 23:00:00,-6.5,981.9,70.0,-1.8,4000.0,1.6,1033.5,3.8,0.0,6.0,6.0,1.6,360.0,1.8,10.0,57082,7.54,47.27,1.23,41.39,134.13,111.16,145.82,14850.08,0.0,-4.95,-7.46,975.03,1034.04,-0.97,-1.37,82.59,1.68,35.26,,0.0,220.75,0.18,0.03,0.0,0.0,0.0
2023-12-26 23:00:00,-6.3,1000.8,71.0,-1.7,10400.0,0.6,1033.7,3.8,0.0,222.0,213.0,0.7,228.0,0.7,0.0,57085,8.97,41.62,1.09,50.57,124.66,108.85,144.85,13880.08,0.0,-2.68,-5.15,994.95,1034.4,-0.8,-3.49,83.18,3.58,12.87,361.12,0.0,490.37,0.17,0.49,0.0,0.0,0.0
2023-12-27 00:00:00,-7.8,1019.8,53.0,0.7,5500.0,1.9,1034.0,3.4,0.0,39.0,63.0,1.7,38.0,2.6,5.0,57083,9.72,44.81,1.07,46.7,116.24,112.99,148.31,14866.98,0.0,-1.79,-5.76,1015.68,1033.98,-1.6,-2.71,74.39,3.14,30.49,759.06,0.0,386.2,0.22,0.05,0.0,0.0,0.0
2023-12-27 00:00:00,-6.6,1022.9,63.0,-0.4,6200.0,4.6,1033.3,3.7,0.0,27.0,31.0,4.3,24.0,6.3,5.0,57090,6.92,57.91,1.19,34.64,152.54,137.17,181.47,15204.98,0.0,-1.65,-6.73,1023.22,1033.63,-1.95,-4.29,68.32,4.71,24.45,849.06,0.0,412.83,0.27,0.04,0.0,0.0,0.0
2023-12-27 00:00:00,-9.5,1001.5,47.0,0.5,9500.0,3.4,1033.2,3.0,0.0,77.0,81.0,4.4,78.0,4.4,0.0,57080,8.05,55.73,1.23,27.52,155.26,123.81,164.52,16498.98,0.0,-1.06,-7.12,1018.05,1033.93,-4.59,-0.32,63.5,4.6,85.98,,0.0,515.45,0.18,0.0,0.0,0.0,0.0
2023-12-27 00:00:00,-12.5,891.5,51.0,-3.8,13600.0,4.3,1031.1,2.3,0.0,55.0,58.0,4.1,54.0,5.0,0.0,57084,6.8,50.83,1.17,34.76,151.87,117.42,156.77,14834.98,0.0,-6.09,-8.26,963.28,1033.95,-1.48,1.26,84.59,1.94,130.3,310.56,0.0,34.08,0.19,0.11,0.0,0.0,0.0
2023-12-27 00:00:00,-7.2,1016.0,62.0,-0.8,10800.0,1.0,1034.0,3.6,0.0,99.0,113.0,0.9,93.0,1.4,0.0,57081,9.04,42.81,1.15,44.67,121.16,116.31,152.73,15910.98,0.0,-1.31,-6.78,1018.26,1034.13,-2.31,0.11,66.38,2.31,92.69,476.06,0.0,375.2,0.16,0.04,0.0,0.0,0.0
2023-12-27 00:00:00,-7.7,981.9,64.0,-1.8,4600.0,1.2,1033.3,3.4,0.0,47.0,28.0,1.6,64.0,2.3,5.0,57082,7.97,47.73,1.2,37.71,127.96,110.28,145.01,14850.98,0.0,-4.95,-7.16,975.13,1034.2,-0.93,-1.3,84.52,1.6,35.55,267.56,0.0,192.58,0.18,0.18,0.0,0.0,0.0
2023-12-27 00:00:00,-6.5,1018.5,65.0,-0.7,10500.0,2.4,1033.5,3.8,0.0,354.0,352.0,2.5,360.0,2.9,0.0,57086,8.1,37.59,1.15,56.81,170.15,147.7,193.95,13614.98,0.0,-1.51,-3.61,1020.84,1033.62,-0.28,-3.81,85.7,3.82,4.17,,0.0,384.08,0.14,0.01,0.0,0.0,0.0
2023-12-27 00:00:00,-6.0,1000.8,77.0,-2.5,8900.0,0.9,1033.6,3.9,0.0,202.0,208.0,0.8,211.0,1.2,0.0,57085,8.97,42.76,1.09,46.03,121.01,110.59,147.24,13878.98,0.0,-2.5,-5.16,994.95,1034.38,-0.71,-3.44,81.99,3.51,11.74,313.56,0.0,464.83,0.17,0.33,0.0,0.0,0.0
2023-12-27 01:00:00,-9.8,1001.6,46.0,0.5,10200.0,4.1,1033.2,2.9,0.0,94.0,89.0,3.7,93.0,6.3,0.0,57080,7.0,55.73,1.2,26.57,158.13,126.93,167.15,16498.15,0.0,-1.27,-6.38,1017.9,1033.78,-3.38,-0.73,68.3,3.46,77.86,,0.0,504.79,0.18,0.01,0.0,0.0,0.0
2023-12-27 01:00:00,-8.2,1019.6,51.0,0.8,7100.0,1.6,1033.7,3.3,0.0,60.0,74.0,1.4,63.0,2.3,5.0,57083,9.76,42.74,1.0,42.44,120.71,93.73,123.68,15448.15,0.0,-2.4,-6.95,1015.41,1033.73,-1.28,-2.26,70.98,2.6,29.46,,0.0,343.04,0.22,0.01,0.0,0.0,0.0
2023-12-27 01:00:00,-6.8,981.8,70.0,-2.1,4300.0,2.4,1033.0,3.7,0.0,67.0,73.0,2.4,64.0,3.0,5.0,57082,7.97,49.13,1.2,34.05,124.46,104.33,136.42,13200.15,0.0,-5.29,-6.86,974.91,1033.93,-0.51,-1.67,88.8,1.75,17.04,,0.0,64.54,0.18,0.04,0.0,0.0,0.0
2023-12-27 01:00:00,-6.4,1000.9,75.0,-2.6,9300.0,1.2,1033.8,3.8,0.0,227.0,227.0,0.9,228.0,1.3,0.0,57085,8.97,42.76,1.09,41.77,120.31,98.21,130.71,14844.15,0.0,-2.51,-5.65,994.59,1033.98,-0.63,-3.1,79.05,3.17,11.56,,0.0,408.16,0.17,0.07,0.0,0.0,0.0
2023-12-27 01:00:00,-7.5,1015.9,65.0,-1.8,12900.0,1.1,1033.9,3.5,0.0,178.0,158.0,0.8,186.0,1.3,0.0,57081,8.99,44.56,1.09,40.48,117.99,106.94,139.41,15908.15,0.0,-2.55,-6.84,1017.93,1033.8,-2.14,0.3,72.43,2.16,98.02,847.03,0.0,278.66,0.16,0.03,0.0,0.0,0.0
2023-12-27 01:00:00,-6.7,1023.0,64.0,-0.7,7500.0,4.0,1033.5,3.7,0.0,26.0,28.0,3.6,24.0,7.0,0.0,57090,7.0,57.91,1.19,30.4,139.0,117.56,154.82,15204.15,0.0,-2.0,-7.6,1022.92,1033.33,-1.86,-4.05,65.54,4.46,24.65,944.03,0.0,403.91,0.27,0.06,0.0,0.0,0.0
2023-12-27 01:00:00,-6.2,1018.6,69.0,-1.2,9300.0,2.1,1033.5,3.8,0.0,328.0,331.0,2.2,332.0,2.8,0.0,57086,8.96,39.81,1.2,45.22,172.75,145.06,189.53,14608.15,0.0,-1.83,-5.73,1020.6,1033.4,-0.28,-3.81,74.75,3.82,4.19,,0.0,381.79,0.14,0.0,0.0,0.0,0.0
2023-12-27 01:00:00,-12.3,891.4,54.0,-4.4,11700.0,4.4,1031.2,2.4,0.0,54.0,52.0,4.1,54.0,4.8,0.0,57084,6.27,50.83,1.17,34.36,145.48,116.86,155.02,13878.15,0.0,-4.78,-7.51,963.11,1033.75,-1.2,0.97,81.25,1.54,128.77,,0.0,24.29,0.19,0.01,0.0,0.0,0.0
2023-12-27 02:00:00,-10.7,891.2,64.0,-4.9,7900.0,5.7,1031.5,2.7,0.0,46.0,48.0,5.1,51.0,7.0,0.0,57084,6.27,47.64,1.08,34.75,142.7,111.74,148.58,13191.63,0.0,-4.58,-6.95,962.87,1033.42,-0.99,-0.21,83.54,1.01,77.95,,0.0,12.92,0.19,0.0,0.0,0.0,0.0
2023-12-27 02:00:00,-6.2,1018.3,69.0,-1.2,9800.0,2.9,1033.2,3.8,0.0,351.0,345.0,2.9,354.0,3.4,0.0,57086,9.01,41.59,1.23,38.13,173.64,147.19,191.71,15205.63,0.0,-2.2,-7.3,1020.39,1033.19,-0.01,-3.55,68.08,3.55,0.11,,0.0,368.67,0.14,0.02,0.0,0.01,0.0
2023-12-27 02:00:00,-6.4,1000.5,78.0,-3.1,9300.0,1.0,1033.3,3.8,0.0,347.0,344.0,0.6,326.0,1.2,0.0,57085,8.97,39.46,1.0,47.29,108.85,92.62,123.71,14841.63,0.0,-2.75,-6.5,994.27,1033.65,-0.77,-2.59,75.47,2.7,16.5,,0.0,347.42,0.17,0.04,0.0,0.0,0.0
2023-12-27 02:00:00,-6.0,1022.8,67.0,-0.6,5800.0,4.7,1033.3,3.9,0.0,30.0,29.0,4.2,35.0,7.3,5.0,57090,8.09,53.88,1.37,29.15,131.88,122.11,160.56,15201.63,0.0,-2.31,-7.89,1022.63,1033.05,-1.6,-3.79,65.56,4.12,22.89,1045.97,0.0,384.92,0.27,0.07,0.0,0.0,0.0
2023-12-27 02:00:00,-6.9,981.6,74.0,-2.9,4000.0,1.5,1033.3,3.6,0.0,28.0,38.0,1.7,27.0,1.9,10.0,57082,8.05,43.01,1.09,39.4,118.57,97.13,127.47,13195.63,0.0,-5.55,-7.02,974.62,1033.55,0.08,-1.59,89.42,1.59,357.29,,0.0,40.55,0.18,0.02,0.0,0.0,0.0
2023-12-27 02:00:00,-9.2,1001.4,51.0,-0.3,9700.0,2.4,1033.1,3.0,0.0,105.0,106.0,2.4,108.0,3.0,0.0,57080,7.01,53.9,1.2,23.62,155.1,117.99,156.13,16495.63,0.0,-1.95,-6.4,1017.67,1033.55,-1.7,-1.03,71.65,1.99,58.89,,0.0,334.17,0.18,0.0,0.0,0.0,0.0
2023-12-27 02:00:00,-7.3,1015.7,61.0,-0.7,10400.0,1.1,1033.6,3.5,0.0,158.0,156.0,1.2,158.0,1.5,0.0,57081,8.97,41.66,1.0,41.96,104.95,94.96,124.37,15905.63,0.0,-3.46,-7.42,1017.64,1033.52,-2.52,0.77,74.09,2.64,106.91,759.47,0.0,132.05,0.16,0.04,0.0,0.0,0.0
2023-12-27 02:00:00,-7.2,1019.5,55.0,0.8,5000.0,1.6,1033.6,3.6,0.0,74.0,74.0,1.8,71.0,2.4,5.0,57083,9.76,35.39,1.0,53.4,112.06,98.88,130.39,15445.63,0.0,-2.98,-7.91,1015.15,1033.48,-0.89,-1.92,68.79,2.12,24.93,,0.0,286.8,0.22,0.01,0.0,0.0,0.0
2023-12-27 03:00:00,-5.5,1022.7,71.0,-0.9,5400.0,3.2,1033.2,4.1,0.0,30.0,25.0,3.8,30.0,4.1,5.0,57090,9.13,50.15,1.37,26.6,128.58,122.91,162.29,15204.17,0.0,-2.67,-7.77,1022.7,1033.13,-1.39,-3.59,68.01,3.85,21.2,1044.94,0.0,378.63,0.27,0.03,0.0,0.0,0.0
2023-12-27 03:00:00,-6.9,1019.4,58.0,0.4,4200.0,1.7,1033.6,3.6,0.0,41.0,56.0,2.7,49.0,2.4,5.0,57083,9.84,33.68,1.07,55.44,120.62,134.93,179.02,15448.17,0.0,-3.26,-8.57,1015.15,1033.5,-0.88,-1.88,66.76,2.07,25.06,,0.0,288.5,0.22,0.01,0.0,0.0,0.0
2023-12-27 03:00:00,-7.3,1015.7,68.0,-2.2,9300.0,0.0,1033.8,3.5,0.0,145.0,141.5,0.0,149.5,0.0,0.0,57081,8.1,39.88,1.09,43.87,109.26,100.62,131.67,16348.17,0.0,-2.87,-8.16,1017.66,1033.56,-1.85,0.73,66.91,1.99,111.68,,0.0,74.63,0.16,0.01,0.0,0.0,0.0
2023-12-27 03:00:00,-6.1,1018.2,70.0,-1.3,10400.0,2.2,1033.2,3.9,0.0,334.0,342.0,2.2,318.0,2.6,0.0,57086,9.72,41.59,1.3,33.5,163.91,143.67,191.18,15206.17,0.0,-2.49,-7.97,1020.37,1033.18,0.06,-3.43,66.03,3.43,359.04,,0.0,358.88,0.14,0.03,0.0,0.0,0.0
2023-12-27 03:00:00,-8.8,1001.4,54.0,-0.7,8300.0,1.9,1033.1,3.1,0.0,105.0,105.0,2.1,108.0,2.4,0.0,57080,7.0,52.34,1.09,21.8,147.54,113.79,150.39,16498.17,0.0,-3.39,-6.79,1017.65,1033.54,-1.12,-1.89,77.39,2.19,30.69,,0.0,110.63,0.18,0.01,0.0,0.0,0.0
2023-12-27 03:00:00,-7.5,981.6,70.0,-2.8,4300.0,1.4,1033.2,3.5,0.0,356.0,360.0,1.5,359.0,1.8,10.0,57082,7.97,41.86,1.09,40.41,123.58,106.29,139.47,13884.17,0.0,-5.44,-7.08,974.58,1033.45,0.29,-1.2,88.27,1.24,346.31,,0.0,30.13,0.18,0.0,0.0,0.0,0.0
2023-12-27 03:00:00,-6.7,1000.5,80.0,-3.8,8900.0,0.0,1033.4,3.7,0.0,178.0,348.0,0.0,171.5,0.0,0.0,57085,9.02,37.89,1.09,49.52,115.04,109.43,146.26,15424.17,0.0,-2.86,-7.65,994.22,1033.6,-0.87,-2.32,69.57,2.48,20.47,,0.0,326.25,0.17,0.04,0.0,0.0,0.0
2023-12-27 03:00:00,-7.3,891.1,82.0,-4.7,2900.0,6.5,1031.9,3.5,0.0,60.0,61.0,5.9,59.0,7.6,5.0,57084,6.92,47.64,1.08,32.56,138.51,108.5,144.34,13190.17,0.0,-4.57,-6.69,962.81,1033.29,-0.34,-0.75,85.17,0.83,24.55,,0.0,11.0,0.19,0.0,0.0,0.0,0.0
2023-12-27 04:00:00,-7.0,1000.2,82.0,-4.4,10900.0,0.8,1033.3,3.6,0.0,9.0,352.0,0.7,17.0,0.9,0.0,57085,9.05,39.49,1.15,41.71,128.13,116.07,155.44,15420.09,0.0,-3.1,-8.75,993.77,1033.17,-0.67,-1.98,65.03,2.09,18.6,,0.0,308.14,0.17,0.04,0.0,0.0,0.0
2023-12-27 04:00:00,-6.6,1019.3,63.0,-0.4,3800.0,0.8,1033.5,3.7,0.0,60.0,54.0,0.7,12.0,1.0,5.0,57083,9.79,37.9,1.18,43.48,129.95,144.05,191.76,15446.09,0.0,-3.54,-8.85,1014.74,1033.11,-0.75,-1.78,66.64,1.93,22.88,,0.0,251.64,0.22,0.0,0.0,0.0,0.0
2023-12-27 04:00:00,-7.2,890.7,80.0,-4.3,3700.0,6.3,1031.9,3.6,0.0,60.0,63.0,6.4,57.0,7.9,5.0,57084,6.27,49.38,1.08,27.15,135.26,106.16,141.38,13184.09,0.0,-4.54,-6.53,962.33,1032.78,-0.47,-0.76,86.01,0.9,31.73,,0.0,11.14,0.19,0.0,0.0,0.0,0.0
2023-12-27 04:00:00,-8.0,981.3,67.0,-2.7,5200.0,0.4,1033.1,3.3,0.0,342.0,357.0,0.7,332.0,0.6,5.0,57082,8.05,43.01,1.15,34.93,132.12,111.11,146.14,13880.09,0.0,-5.54,-7.24,974.11,1032.98,0.26,-1.12,87.89,1.15,347.09,,0.0,23.89,0.18,0.0,0.0,0.0,0.0
2023-12-27 04:00:00,-5.8,1018.1,74.0,-1.8,9100.0,2.1,1033.1,4.0,0.0,340.0,338.0,1.9,340.0,3.1,0.0,57086,10.64,41.59,1.32,29.29,153.53,141.89,188.95,15204.09,0.0,-2.72,-8.28,1020.02,1032.84,0.15,-3.41,65.59,3.41,357.53,,0.0,360.89,0.14,0.0,0.0,0.0,0.0
2023-12-27 04:00:00,-7.6,1015.3,65.0,-1.9,13800.0,1.1,1033.4,3.4,0.0,132.0,127.0,1.1,141.0,1.3,0.0,57081,8.15,41.66,1.09,38.51,120.04,104.17,136.54,16346.09,0.0,-2.32,-8.88,1017.22,1033.14,-1.56,0.76,60.77,1.74,116.07,,0.0,64.76,0.16,0.01,0.0,0.0,0.0
2023-12-27 04:00:00,-5.1,1022.5,74.0,-1.1,6000.0,3.5,1033.0,4.2,0.0,26.0,25.0,3.4,23.0,4.8,5.0,57090,9.01,40.26,1.28,26.83,118.89,109.77,145.57,14618.09,0.0,-2.92,-7.16,1022.36,1032.82,-1.21,-3.64,72.6,3.84,18.36,,0.0,381.89,0.27,0.04,0.0,0.0,0.0
2023-12-27 04:00:00,-9.5,1001.0,51.0,-0.6,8600.0,2.5,1032.7,3.0,0.0,87.0,86.0,2.5,86.0,3.1,0.0,57080,7.0,52.34,1.15,16.52,147.5,113.48,150.14,16496.09,0.0,-3.81,-7.01,1017.27,1033.17,-0.37,-1.84,78.5,1.88,11.39,,0.0,43.64,0.18,0.0,0.0,0.0,0.0
2023-12-27 05:00:00,-6.4,1019.1,67.0,-1.1,3400.0,0.3,1033.4,3.8,0.0,10.0,175.0,0.1,356.0,0.3,5.0,57083,9.76,37.62,1.21,39.96,131.26,143.26,190.41,15447.77,0.0,-4.21,-8.76,1014.85,1033.23,-0.37,-1.76,70.62,1.8,11.74,,0.0,160.77,0.22,0.06,0.0,0.0,0.0
2023-12-27 05:00:00,-9.1,1001.3,54.0,-1.0,8900.0,2.3,1033.1,3.1,0.0,115.0,116.0,1.8,116.0,2.7,0.0,57080,8.05,52.34,1.2,13.99,149.59,116.52,154.9,15921.77,0.0,-4.32,-6.89,1017.39,1033.3,-0.02,-1.87,82.29,1.87,0.68,,0.0,28.77,0.18,0.0,0.0,0.0,0.0
2023-12-27 05:00:00,-5.2,1022.3,75.0,-1.3,7600.0,2.9,1032.8,4.1,0.0,26.0,27.0,3.2,26.0,3.9,5.0,57090,8.1,34.23,1.19,29.18,108.82,94.55,125.83,14603.77,0.0,-3.0,-6.37,1022.44,1032.89,-1.14,-3.78,77.58,3.95,16.71,941.07,0.0,389.52,0.27,0.05,0.0,0.0,0.0
2023-12-27 05:00:00,-7.5,1015.4,66.0,-2.0,11600.0,0.5,1033.5,3.5,0.0,225.0,271.0,0.4,214.0,0.6,0.0,57081,8.07,39.88,1.09,35.24,117.5,101.69,133.35,16349.77,0.0,-1.82,-9.49,1017.31,1033.23,-0.8,1.02,55.8,1.29,141.91,,0.0,38.27,0.16,0.01,0.0,0.0,0.0
2023-12-27 05:00:00,-8.5,981.2,64.0,-2.6,5400.0,1.3,1033.2,3.2,0.0,325.0,333.0,1.3,324.0,1.6,5.0,57082,7.0,41.86,1.15,32.14,129.87,109.65,144.14,13881.77,0.0,-5.5,-7.38,974.2,1033.05,0.32,-0.95,86.64,1.0,341.18,,0.0,22.77,0.18,0.0,0.0,0.0,0.0
2023-12-27 05:00:00,-7.5,1000.1,81.0,-4.7,10700.0,0.7,1033.3,3.5,0.0,335.0,324.0,0.3,329.0,0.8,0.0,57085,9.05,37.96,1.15,38.71,127.45,115.1,154.02,15423.77,0.0,-3.47,-9.28,993.83,1033.25,-0.18,-1.81,64.12,1.82,5.6,,0.0,250.77,0.17,0.05,0.0,0.0,0.0
2023-12-27 05:00:00,-7.1,890.8,83.0,-4.7,2800.0,5.1,1032.0,3.6,0.0,49.0,50.0,4.6,50.0,6.1,5.0,57084,5.97,53.99,1.08,16.13,135.94,106.07,141.76,13187.77,0.0,-4.51,-6.49,962.43,1032.87,0.07,-0.72,86.15,0.73,354.66,,0.0,10.52,0.19,0.0,0.0,0.0,0.0
2023-12-27 05:00:00,-5.4,1018.0,77.0,-1.9,8600.0,1.9,1033.1,4.1,0.0,321.0,330.0,2.1,318.0,2.4,0.0,57086,10.68,35.52,1.32,29.71,145.9,136.57,181.22,15207.77,0.0,-2.96,-8.05,1020.06,1032.9,0.11,-3.35,67.96,3.35,358.04,,0.0,363.39,0.14,0.0,0.0,0.0,0.0
2023-12-27 06:00:00,-5.2,1018.5,79.0,-2.1,8200.0,2.1,1033.6,4.1,0.0,336.0,332.0,2.1,329.0,2.7,0.0,57086,10.56,31.36,1.32,31.92,141.72,120.2,159.24,14611.28,0.0,-3.12,-7.3,1020.26,1033.11,0.21,-3.28,72.9,3.29,356.32,,0.0,367.32,0.14,0.0,0.0,0.0,0.0
2023-12-27 06:00:00,-6.7,1015.7,70.0,-2.0,9400.0,1.2,1033.9,3.7,0.0,151.0,146.0,1.2,132.0,1.5,0.0,57081,9.05,39.88,1.09,31.86,113.28,100.21,131.47,16353.28,0.0,-2.52,-9.61,1017.36,1033.28,-0.38,0.9,58.21,0.98,156.91,,0.0,39.07,0.16,0.04,0.0,0.0,0.0
2023-12-27 06:00:00,-5.2,1022.9,75.0,-1.3,8800.0,2.3,1033.4,4.1,0.0,24.0,24.0,3.3,25.0,3.4,0.0,57090,8.05,32.14,1.0,30.03,96.22,81.1,108.86,13647.28,0.0,-3.01,-5.73,1022.54,1033.0,-0.94,-3.77,81.56,3.89,13.98,940.96,0.0,385.82,0.27,0.05,0.0,0.0,0.0
