DATE,dt,p,rh,t,vis_atf,ws_2mi_avg,slp,vap,prec_1h,wd_2mi_avg,wd_10mi_avg,ws_10mi_avg,win_d_inst,win_s_inst,wp,staCode,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,SO2,NO2,O3,CO,PM10,PM2.5,AQI
2025-07-22 19:00:00,25.4,993.3,89.0,27.4,30000.0,1.5,1003.2,32.4,0.0,341.0,354.0,1.4,349.0,1.7,60.0,59290,15556.62,0.018563583,26.54776,23.48526,979.5792,1003.21564,-1.2042999,-0.2952881,84.24231719970703,1.2399732,76.223145,7.650771110308564,11.691184356239429,29.09390139208064,0.5488336828601963,14.105262509414883,7.564932256922463,14.295846251708758
2025-07-22 20:00:00,25.4,994.0,93.0,26.7,30000.0,0.9,1003.9,32.5,0.2,355.0,322.0,0.8,343.0,1.0,21.0,59290,13924.607,0.01881678,25.160065,23.722626,980.4394,1004.10126,-1.1233063,-0.8064728,92.79782104492188,1.3828287,54.3237,6.480348969292661,11.779446554959842,27.08379891226605,0.5490454094741914,16.846986552715222,6.297657380791951,16.655402390938793
2025-07-22 21:00:00,25.2,994.5,92.0,26.7,30000.0,1.1,1004.4,32.2,0.0,357.0,359.0,1.3,9.0,1.2,0.0,59290,10461.1455,0.018445324,24.812408,23.410187,981.3053,1005.0475,-2.14299,-1.3615723,92.95537567138672,2.5389538,57.569702,6.706283544038806,8.434669654786987,31.285897692300523,0.4788569510537765,12.813529268588615,4.539932452232362,12.62557468582266
2025-07-22 22:00:00,25.2,995.1,92.0,26.7,30000.0,1.2,1004.9,32.2,0.0,14.0,20.0,1.2,9.0,1.3,0.0,59290,10719.74,0.01824029,24.386627,23.238312,981.9429,1005.71436,-1.1677856,-1.2217712,94.3564910888672,1.690103,43.70575,7.256062040559265,11.351478793716543,28.305089676774365,0.4675602223164693,11.213991559848113,3.5747524853292822,13.31831897874685
2025-07-22 23:00:00,25.0,995.5,90.0,26.8,30000.0,0.9,1005.3,31.7,0.0,2.0,8.0,0.8,27.0,1.0,0.0,59290,8678.0625,0.018241238,24.339752,23.240143,982.10345,1005.86127,-0.812912,-1.2563934,94.64248657226562,1.4964459,32.903687,6.236685333000659,7.667789210082753,24.669439190142445,0.4562634935791619,12.439922092281424,3.5747524853292822,13.230693103892936
2025-07-17 00:00:00,27.1,998.8,89.0,29.2,18700.0,1.2,1004.6,36.0,0.0,353.0,357.0,1.2,353.0,1.2,0.0,59297,25041.705,0.021398257,28.05191,26.258942,1004.4614,1004.2481,0.9362488,-0.1505127,91.16139221191406,0.9482699,279.1328,6.545156472838357,18.2572857274324,41.08478766529504,0.4621961646925809,29.770810588516625,13.680214446314382,29.770810588516625
2025-07-17 01:00:00,26.2,998.2,83.0,29.5,23300.0,1.5,1004.0,34.2,0.0,246.0,242.0,1.2,245.0,1.8,0.0,59297,22696.727,0.021450708,27.886383,26.300446,1004.58264,1004.365,1.4239044,-0.0026245117,92.28345489501952,1.4239068,270.10562,6.396281492230126,18.084699922205832,34.28989033690667,0.4574190121453156,30.224751842117858,14.030063764711675,30.224751842117858
2025-07-17 02:00:00,25.6,997.7,81.0,29.3,30000.0,1.7,1003.5,33.0,0.0,234.0,251.0,1.5,227.0,2.3,0.0,59297,19678.674,0.021528436,27.43399,26.353912,1004.16,1003.9425,0.98246765,-0.0013275146,95.06251525878906,0.98246855,270.07742,6.454091631951616,21.187142728981232,26.584692458747817,0.4574190121453156,31.271956433293685,14.49916695867261,31.271956433293685
2025-07-17 03:00:00,25.4,997.4,81.0,29.1,30000.0,1.2,1003.1,32.6,0.0,284.0,265.0,1.4,281.0,1.4,0.0,59297,19674.186,0.021554181,27.518219,26.369781,1003.89124,1003.67065,0.38053894,0.090286255,94.68225860595705,0.3911029,256.65286,6.201712172569241,30.975278909903395,18.960406960417025,0.4574190121453156,33.08372599329629,15.96087014221708,33.11312580085895
2025-07-17 04:00:00,25.5,997.3,83.0,28.7,30000.0,1.2,1003.1,32.6,0.0,7.0,5.0,1.4,11.0,1.1,0.0,59297,18845.525,0.021540344,27.218658,26.35733,1003.77795,1003.5569,0.21781921,0.44122314,96.28759765625,0.49206004,206.27423,5.953810923245428,35.67133971115624,8.686615896535832,0.4574190121453156,32.43214324132589,15.838133048883169,32.43214324132589
2025-07-17 05:00:00,25.8,997.5,88.0,28.0,27200.0,0.6,1003.3,33.2,0.0,7.0,341.0,0.6,12.0,0.8,0.0,59297,19557.809,0.021559894,26.974518,26.378815,1004.1002,1003.8781,-0.13175964,0.74812317,97.79899597167967,0.75963736,170.01149,7.086220471880316,29.62065687784881,9.361126022012677,0.4574190121453156,29.41150459541584,12.759684263251623,29.32600015871937
2025-07-17 06:00:00,25.7,998.4,91.0,27.4,26500.0,1.1,1004.2,33.2,0.0,330.0,329.0,0.9,322.0,1.1,0.0,59297,3809.1226,0.021651452,26.879791,26.45401,1004.41766,1004.1981,-0.14227295,0.84936523,98.7944793701172,0.86119854,170.49095,6.436936203811841,21.953815898884105,14.26993193085752,0.4574190121453156,27.80651287447083,12.173404380147051,27.80651287447083
2025-07-17 07:00:00,26.2,998.8,89.0,28.2,30000.0,1.1,1004.6,34.0,0.0,357.0,353.0,1.1,1.0,1.2,0.0,59297,13679.694,0.02247209,28.210602,27.085602,1004.8314,1004.6106,1.0005798,1.4273834,94.8891830444336,1.7431532,215.03003,6.999505262298081,19.37670397707305,17.325690923176428,0.4621961646925809,29.27745567465795,13.24573134417594,29.27745567465795
2025-07-17 08:00:00,26.3,998.8,80.0,30.2,30000.0,2.5,1004.6,34.3,0.0,213.0,206.0,1.8,218.0,2.9,0.0,59297,12867.541,0.02292508,29.002106,27.416168,1004.52545,1004.3075,1.1571655,0.9707184,92.42206573486328,1.510406,230.00752,7.240289697730958,17.25238443502105,23.137182262292185,0.4632000261174646,31.58550140763136,15.177882590205614,31.58550140763136
2025-07-17 09:00:00,26.0,999.2,75.0,31.0,30000.0,2.0,1005.0,33.6,0.0,197.0,209.0,2.1,218.0,2.9,0.0,59297,22367.418,0.023103897,30.385406,27.549469,1004.705,1004.4869,1.1418304,0.313385,86.01864624023438,1.1840553,254.6526,6.389164678339189,16.471813453142442,34.39491058468844,0.4574190121453156,30.395193781213965,15.358522541988894,30.395193781213965
2025-07-17 10:00:00,26.8,999.5,71.0,32.8,29700.0,1.3,1005.3,35.3,0.0,236.0,246.0,1.6,230.0,1.6,0.0,59297,27913.564,0.022950357,31.329742,27.444977,1005.1722,1004.9519,1.4378357,0.15000916,80.99435424804688,1.4456396,264.04388,6.042798577712171,11.94299935040782,57.3989552198711,0.4621961646925809,29.223753346626072,15.11220374138316,29.223753346626072
2025-07-17 11:00:00,26.0,999.4,66.0,33.3,28400.0,2.3,1005.2,33.7,0.0,197.0,269.0,1.5,203.0,3.2,0.0,59297,28450.648,0.022867864,32.50064,27.383453,1005.1333,1004.9175,1.9438019,0.29600525,75.51414489746094,1.9662108,261.34143,5.689315663194216,8.532762451282672,89.96615286676628,0.4679771786647298,33.00085013082235,19.391097003293247,33.00085013082235
2025-07-17 12:00:00,25.8,998.5,62.0,34.2,26100.0,1.7,1004.3,33.3,0.0,235.0,253.0,1.6,222.0,1.9,0.0,59297,30000.0,0.022462554,33.090973,27.071442,1004.4425,1004.225,1.5170135,0.2258606,71.69892120361328,1.533735,261.53174,5.379126064090351,8.083736485819413,117.37346796553354,0.4632000261174646,37.35461624186584,23.32327428834034,40.05974246467555
2025-07-17 13:00:00,25.9,997.6,59.0,35.2,28500.0,1.8,1003.4,33.5,0.0,259.0,269.0,1.8,268.0,2.9,0.0,59297,30000.0,0.02172346,33.432526,26.496979,1003.6705,1003.45435,1.6336365,0.7524719,67.96977996826172,1.7986057,245.26865,5.379126064090351,7.607728019143935,143.39501790509195,0.4574190121453156,38.37367795594225,25.442904079157383,46.9808601041681
2025-07-17 14:00:00,26.5,996.9,58.0,36.1,28800.0,1.8,1002.6,34.6,0.0,311.0,313.0,1.4,317.0,2.2,0.0,59297,15642.819,0.021221828,32.093414,26.101227,1003.34784,1003.1325,3.155136,-1.2150574,71.58429718017578,3.381013,291.06192,5.148380242906312,8.321599120894387,161.63018427671204,0.4574190121453156,43.04568781264631,28.84745623475929,57.0981260139725
2025-07-17 15:00:00,26.2,996.3,58.0,35.8,28900.0,2.2,1002.0,34.0,0.0,253.0,256.0,1.8,251.0,2.8,0.0,59297,16755.756,0.021696761,31.130035,26.460114,1002.65076,1002.4387,1.2955475,-1.0038605,77.25273132324219,1.6389568,307.77045,5.732608978608306,8.487417988466001,169.41119233667004,0.4679771786647298,42.29352238225967,28.23447704696802,63.868933104421984
2025-07-17 16:00:00,26.5,995.6,58.0,36.1,29300.0,1.2,1001.3,34.6,0.0,280.0,298.0,1.4,315.0,1.5,0.0,59297,27769.912,0.022203652,32.03653,26.829498,1001.70844,1001.4881,1.5936127,-0.06591797,75.0151596069336,1.5949754,272.36862,5.790419118329796,9.850939517232794,184.6088233425161,0.4679771786647298,48.21273373581557,30.489989847884694,81.95764961079037
2025-07-17 17:00:00,26.6,994.9,68.0,33.4,23500.0,1.7,1000.7,34.9,0.0,297.0,291.0,1.9,331.0,2.0,60.0,59297,28417.842,0.022147864,32.1752,26.772858,1000.835,1000.6188,1.6000977,0.26416016,74.17647552490234,1.6217562,260.62558,5.790419118329796,9.59856005785042,189.7522251207775,0.4679771786647298,49.55483316756042,31.49048458558661,87.24196696064845
2025-07-17 18:00:00,26.7,995.0,68.0,33.5,28700.0,1.9,1000.8,35.1,0.0,255.0,265.0,1.6,256.0,2.2,0.0,59297,28411.879,0.022132622,31.834381,26.766022,1001.0735,1000.8594,0.74598694,0.5124817,75.5895004272461,0.90506023,235.51154,6.201712172569241,13.23866660831984,177.55626086823844,0.4679771786647298,54.55737905266493,32.937340645902,73.72014189397153
2025-07-17 19:00:00,27.0,995.5,74.0,32.3,7400.0,1.3,1001.3,35.7,0.0,284.0,280.0,1.4,293.0,1.4,0.0,59297,28407.562,0.023540763,30.724762,27.812653,1001.6206,1001.40936,-0.20678711,0.15510559,85.69376373291016,0.25849304,126.872604,6.259522312290731,13.899356158757747,151.1447622579832,0.478535345184144,50.308494854343614,30.06358706072684,50.374199742183485
2025-07-17 20:00:00,26.6,996.2,78.0,31.0,8000.0,0.9,1002.0,35.0,0.0,338.0,330.0,1.1,348.0,1.1,0.0,59297,28402.234,0.02270689,30.525543,27.207184,1001.66656,1001.4556,-0.70552063,-0.9421997,83.61042785644531,1.1770725,36.825928,5.600328008727472,15.608161594019846,133.49354990438172,0.5138836366359395,50.615762653089575,29.904364230326824,49.507542384063065
2025-07-17 21:00:00,27.1,996.4,83.0,30.4,14800.0,1.1,1002.2,36.0,0.0,347.0,336.0,1.3,346.0,1.3,0.0,59297,24931.95,0.023109928,29.653229,27.506744,1001.9797,1001.76373,-0.7561798,-0.14033508,89.4983139038086,0.76909155,79.48639,6.206190382627803,15.45374673135431,124.0370162045256,0.5138836366359395,53.00797347111963,31.545037715093063,51.18175376652008
2025-07-17 22:00:00,27.3,996.9,88.0,29.6,12100.0,1.1,1002.7,36.4,0.0,351.0,332.0,1.2,356.0,1.2,0.0,59297,22593.389,0.023039393,29.167145,27.462067,1002.3279,1002.1125,-0.06149292,-0.051513672,91.79816436767578,0.08021869,0.0,6.627522051116085,16.90926141358567,110.5582628995639,0.5254456645802374,53.09853199928978,31.79634998559225,51.40879379498856
2025-07-17 23:00:00,27.0,996.6,89.0,29.1,12500.0,1.1,1002.4,35.8,0.0,316.0,311.0,1.2,319.0,1.3,0.0,59297,22590.27,0.022825219,28.77237,27.305573,1002.39575,1002.1825,-0.12832642,-0.1904602,93.05597686767578,0.22965792,33.970886,6.627522051116085,18.760103236451915,93.23479813342594,0.5427392327264923,54.24834431256379,33.43027705483651,52.320743473187584
2025-07-18 00:00:00,26.8,996.1,89.0,28.9,15200.0,0.8,1001.9,35.4,0.0,357.0,353.0,1.0,354.0,1.0,0.0,59297,22583.84,0.022372646,28.717194,26.957428,1001.70544,1001.4925,-0.20980835,-0.24272156,91.44050598144533,0.3208322,40.840088,6.259522312290731,21.704642987152827,75.45561904413523,0.5427392327264923,53.338631219223096,32.81913249763276,51.92368404673002
2025-07-18 01:00:00,26.6,995.6,90.0,28.5,15600.0,1.0,1001.3,35.0,0.0,347.0,338.0,1.0,357.0,1.2,0.0,59297,24912.57,0.02181473,28.668854,26.528229,1001.35583,1001.1431,0.02482605,-0.28123474,89.37967681884766,0.28232837,354.95526,6.252405498399793,21.58048781917784,69.85098426707833,0.5379620801792271,55.67462834197636,35.108559111493605,53.51724511780255
2025-07-18 02:00:00,26.6,1000.2,88.0,30.0,15600.0,0.2,1001.3,35.0,0.0,347.0,338.0,0.1,357.0,1.2,0.0,59297,24906.926,0.021284949,28.402985,26.113922,1001.15735,1000.9431,-0.032348633,-0.44470215,88.55008697509766,0.44587716,4.160492,6.136785218956814,29.58785129805376,48.83538665637117,0.5689810400896136,58.10881626900172,37.69115332044269,56.37677422469024
2025-07-18 03:00:00,26.6,996.7,78.0,31.0,15600.0,0.0,1001.3,35.0,0.0,350.0,237.0,0.3,357.0,1.2,0.0,59297,24901.727,0.020943515,28.159088,25.838776,1000.78595,1000.5731,-0.00920105,-0.5351715,88.34359741210938,0.5352506,0.98495483,6.858267872300123,34.34386186573746,29.81314449836429,0.604329331541409,62.56365482052468,39.35454263753898,58.45145659602597
2025-07-18 04:00:00,26.3,995.3,91.0,28.0,15200.0,1.2,1001.0,34.3,0.0,353.0,353.0,1.2,354.0,1.3,0.0,59297,24896.943,0.02068507,28.128815,25.63272,1000.87396,1000.6575,-0.011444092,-0.15376282,87.4152603149414,0.15418811,4.2565002,8.37306540531371,28.512107795965047,36.88916622133986,0.5985483175692601,59.87309252441853,37.74391885705457,57.29784624785107
2025-07-18 05:00:00,26.0,995.1,90.0,27.9,9900.0,1.7,1000.9,33.8,0.0,358.0,351.0,1.8,356.0,1.9,0.0,59297,24890.42,0.020565873,27.87027,25.536285,1000.85956,1000.6431,-0.094940186,-0.20285034,88.2319107055664,0.22396852,25.081024,8.654221355802775,13.36778819764896,61.301780600672494,0.521622899687664,42.690349282494594,25.282597105647937,42.690349282494594
2025-07-18 06:00:00,26.1,995.8,91.0,27.8,11800.0,1.3,1001.6,33.9,0.0,344.0,339.0,1.3,329.0,1.3,0.0,59297,24885.578,0.020463832,27.631989,25.454254,1000.8759,1000.66437,0.13858032,-0.49058533,89.02755737304688,0.50978273,344.22607,6.158418857155151,7.097315977461037,72.58857763078892,0.4679771786647298,23.416023446167443,13.40676276614605,24.91661339041657
2025-07-18 07:00:00,26.4,995.7,90.0,28.3,13400.0,0.7,1001.5,34.6,0.0,307.0,304.0,0.9,313.0,0.8,0.0,59297,24881.76,0.021039832,28.850739,25.915192,1000.87726,1000.6625,0.25421143,-0.11274719,85.25860595703125,0.27809238,293.91812,5.838190643802448,10.673371744157798,66.72707320570349,0.4737581926368788,24.46717086900687,12.942658558963013,24.46717086900687
2025-07-18 08:00:00,26.9,995.3,83.0,30.2,14500.0,0.8,1001.1,35.6,0.0,76.0,38.0,0.8,52.0,1.0,0.0,59297,23640.453,0.02286327,30.877838,27.319244,1001.4808,1001.2681,2.5292053,-0.11804199,82.49063873291016,2.5319586,272.67215,5.953810923245428,16.738886154200017,55.98828124266653,0.5321810662070782,32.89597474450652,18.341835812533624,32.89597474450652
2025-07-18 09:00:00,26.9,996.3,77.0,31.5,15800.0,1.2,1002.1,35.5,0.0,26.0,29.0,1.2,356.0,1.3,0.0,59297,27817.82,0.023028813,31.827545,27.43692,1001.2617,1001.0494,0.80062866,-0.6479492,78.69557189941406,1.029973,308.98328,5.896000783523938,19.95751617471522,64.3171771627264,0.6033254701165253,43.23746068080416,25.54616054991782,43.23746068080416
2025-07-18 10:00:00,27.4,995.7,75.0,32.5,14400.0,1.5,1001.5,36.6,0.0,4.0,1.0,1.2,350.0,2.3,0.0,59297,11446.927,0.022344619,31.159332,26.930817,1001.36664,1001.14813,-0.91426086,-0.5217743,79.32490539550781,1.0526735,60.286316,8.600915465157266,20.899298563838467,77.48849520695904,0.6033254701165253,44.43350015314095,24.49516942588612,44.032245713150346
2025-07-18 11:00:00,27.4,994.7,73.0,32.9,14700.0,1.4,1000.5,36.5,0.0,254.0,282.0,1.0,265.0,1.9,0.0,59297,11377.549,0.022264434,30.487701,26.866608,1001.14545,1000.93,0.23791504,1.2588806,82.1164779663086,1.2811651,190.70207,7.20171217256924,17.358244321102045,112.55877310196952,0.6033254701165253,54.33293705203901,32.76449277223188,52.4732054887661
2025-07-18 12:00:00,28.5,994.0,75.0,33.6,13000.0,0.8,999.8,39.0,0.0,127.0,150.0,1.1,84.0,1.4,0.0,59297,5996.2275,0.02231693,29.453033,26.910065,1001.34534,1001.1319,-0.53845215,-0.7375183,87.376220703125,0.9131615,36.13269,5.953810923245428,8.548300306895774,99.13729548606568,0.5369582187543434,32.87352952070733,21.89006035492777,35.360158541176986
2025-07-18 13:00:00,25.5,993.7,75.0,30.5,22000.0,6.1,999.5,32.7,0.0,221.0,220.0,5.8,219.0,7.3,0.0,59297,14670.392,0.022001851,29.301666,26.662994,1000.8195,1000.59937,-0.269989,-0.62072754,86.8537826538086,0.6769023,23.506897,6.158418857155151,9.84900719227873,117.71399747185174,0.5033254701165254,40.48284558724439,25.981534762441324,41.63514262279688
2025-07-18 14:00:00,24.0,993.7,76.0,28.7,30000.0,5.3,999.5,29.9,0.0,185.0,174.0,4.3,184.0,6.3,0.0,59297,18229.19,0.021664703,30.559967,26.386139,999.7358,999.5175,-0.36328125,-0.8969574,79.4622802734375,0.9677323,22.048676,5.732608978608306,12.921400836018076,92.85077925230829,0.4975444561443763,44.634331855204216,26.37863482959193,45.205884650288354
2025-07-18 15:00:00,24.8,992.5,91.0,26.4,6100.0,2.5,998.3,31.3,0.7,135.0,183.0,2.7,119.0,3.4,62.0,59297,6719.2505,0.02154833,29.87149,26.275787,998.6216,998.40814,-1.2306213,-1.2566223,82.13153076171875,1.758843,44.401062,5.53328643668099,10.026354404089384,88.06319466778973,0.4138836366359394,25.637338090419632,14.36943180919305,28.57384330066308
2025-07-18 16:00:00,25.6,992.5,86.0,28.2,27600.0,1.4,998.3,32.8,0.3,219.0,204.0,1.5,223.0,1.5,21.0,59297,12831.854,0.021605536,29.728912,26.310944,998.0622,997.84625,0.4530182,-1.0920715,82.98222351074219,1.1823052,337.47012,5.45670098808759,9.68567304698561,83.67391116700203,0.4138836366359394,20.53724167086313,10.341511975315056,27.3096829495426
2025-07-18 17:00:00,25.3,991.7,81.0,29.0,29500.0,1.0,997.5,32.4,0.0,230.0,280.0,0.8,232.0,1.2,21.0,59297,22473.639,0.0215874,29.769928,26.297272,998.08704,997.8681,0.642395,-1.2880249,82.71887969970703,1.4393331,333.49252,5.658632886150881,13.078226784263864,75.07783031454565,0.4751970171922133,20.90225844650458,11.158470999893211,24.679668236935665
2025-07-18 18:00:00,25.4,992.4,84.0,28.4,20100.0,2.5,998.2,32.4,0.0,222.0,230.0,2.3,225.0,2.9,0.0,59297,23933.064,0.021594074,29.460358,26.30606,998.23334,998.015,0.25642395,-1.4711304,84.2476806640625,1.493311,350.11243,5.77425316559386,15.140693679215108,71.14163443333334,0.5091064840886743,21.866952597936745,12.16801487644013,23.73956809669429
2025-07-18 19:00:00,24.8,992.9,82.0,28.2,18600.0,1.4,998.7,31.3,0.0,199.0,197.0,1.5,205.0,1.7,0.0,59297,24413.348,0.022163905,28.845367,26.747711,998.61487,998.3975,-0.48614502,-0.5118561,89.63853454589844,0.7059275,43.52423,5.543012606707902,19.704044748709904,66.88469312995569,0.5138836366359395,23.999461118401545,12.650584256478616,25.54729422052777
2025-07-18 20:00:00,25.4,993.6,87.0,27.8,20000.0,1.1,999.4,32.4,0.0,341.0,317.0,1.0,325.0,1.1,0.0,59297,21924.486,0.021374872,27.90738,26.147614,998.94696,998.73126,1.550003,-0.31341553,91.32923126220705,1.5813724,281.43124,5.600575377578432,21.56903031229951,65.97427174405573,0.5369582187543434,30.0455313727076,16.615278407910782,27.20086220040576
2025-07-18 21:00:00,25.3,994.5,89.0,27.3,8100.0,2.0,1000.3,32.2,0.2,350.0,333.0,2.0,357.0,3.7,60.0,59297,11291.697,0.020733532,26.371735,25.664703,1000.43396,1000.2175,-0.33207703,0.76623535,97.09664916992188,0.8350998,156.5687,6.127241342409896,27.66503440107556,55.92757380395362,0.5427392327264923,38.1663416579719,21.74855437007989,33.569926162387034
2025-07-18 22:00:00,24.9,994.3,91.0,26.5,13400.0,1.1,1000.1,31.4,0.0,322.0,326.0,1.2,322.0,1.5,0.0,59297,3193.8318,0.02063578,25.983551,25.573395,999.75525,999.5425,-1.2443237,-2.0750427,98.81693267822266,2.419534,30.949493,6.069431202688406,30.01247119378927,47.86820730387504,0.5369582187543434,37.141387768348345,22.19158083959253,35.59338831491256
2025-07-18 23:00:00,24.8,993.7,92.0,26.3,15100.0,1.4,999.5,31.4,0.0,314.0,309.0,1.2,305.0,1.7,0.0,59297,6829.0977,0.020625783,26.16153,25.558014,999.28265,999.0669,-0.13615417,-1.2657013,97.68748474121094,1.2730035,6.139801,6.127241342409896,22.4077890113617,54.86537938402757,0.5283114346812159,36.0704781035767,22.18730639746321,35.070657518571736
2025-07-19 00:00:00,25.2,993.0,92.0,26.7,16800.0,2.0,998.8,32.2,0.0,27.0,46.0,1.9,27.0,2.2,0.0,59297,19366.42,0.02007407,25.993805,25.089508,998.21094,997.9963,-0.10998535,-0.70944214,95.92034912109376,0.7179171,8.812439,6.185051482131385,14.803106828934132,61.86255146418012,0.5196646506080885,34.99956843880504,22.1830319553339,34.586466815378564
2025-07-19 01:00:00,25.1,991.5,93.0,26.4,4900.0,1.4,997.3,32.0,0.0,319.0,315.0,1.3,303.0,1.6,10.0,59297,19348.229,0.019804157,26.03067,24.854889,997.5586,997.3425,-0.079818726,-0.1525116,94.36248016357422,0.17213604,27.625824,6.49524108123525,9.909368733989169,56.06518684376952,0.5091064840886743,38.30412894032722,24.600296452825614,37.600170051427
2025-07-19 02:00:00,24.8,991.1,92.0,26.3,18100.0,1.1,996.9,31.4,0.0,7.0,352.0,1.2,3.0,1.7,0.0,59297,19377.146,0.020004379,25.86905,25.011627,997.04205,996.82874,0.30151367,-0.9261627,96.1840362548828,0.97400606,341.96725,7.307788575465301,7.353421751691945,55.37111025002121,0.4723065102061388,27.91869057683657,18.04434947052839,28.027084588814365
2025-07-19 03:00:00,24.6,991.1,92.0,26.1,17600.0,1.3,996.9,31.1,0.0,337.0,351.0,1.3,337.0,1.6,0.0,59297,19196.41,0.01992569,25.622223,24.940582,996.6124,996.39935,-0.14772034,-0.71092224,97.17769622802734,0.72610724,11.738281,6.872609758489531,8.177924407173963,54.46422213959335,0.4415026892386173,23.75604087847382,14.878672201219535,24.217462210336
2025-07-19 04:00:00,24.6,991.3,93.0,25.9,14200.0,1.0,997.1,31.0,0.0,331.0,318.0,1.3,338.0,1.0,0.0,59297,19238.908,0.019714937,25.428131,24.750397,995.8547,995.6394,-0.00390625,-0.7231598,97.19181823730467,0.72317034,0.30947876,6.43743094151376,9.002427062655983,53.55733402916548,0.410698868271096,19.593391180111063,11.712994931910687,20.56101480433939
2025-07-19 05:00:00,24.5,991.0,94.0,25.6,9300.0,1.1,996.8,30.8,0.0,326.0,329.0,1.1,322.0,1.4,0.0,59297,19451.719,0.019575676,25.285065,24.622955,995.1714,994.95374,0.39709473,-0.77246094,97.2638931274414,0.8685506,332.7939,6.49524108123525,7.460610425371774,51.5711410845078,0.4321810662070781,20.12727646621849,11.6385907814618,20.49851696222196
2025-07-19 06:00:00,24.6,990.8,94.0,25.7,12900.0,1.1,996.6,31.0,0.0,322.0,322.0,1.1,326.0,1.3,0.0,59297,19445.953,0.019325335,25.152985,24.410797,995.23486,995.01624,0.50053406,-0.5723572,96.784912109375,0.7603467,318.82986,7.089508431186081,7.896283980049464,47.07210694401032,0.437962080179227,27.64181031531762,16.290523409668182,28.32307183195513
2025-07-19 07:00:00,25.1,990.7,91.0,26.8,14100.0,1.3,996.5,32.0,0.0,351.0,345.0,1.1,344.0,2.0,0.0,59297,19442.19,0.020519821,26.422028,25.416168,995.94995,995.73126,0.74591064,-0.23931885,95.38131713867188,0.78336215,287.7884,7.137279956658733,9.056259246905274,42.97342503464628,0.4733103716310225,31.32471544349921,19.51679102079366,31.382525583220705
2025-07-19 08:00:00,25.1,990.4,84.0,28.1,20100.0,0.9,996.2,31.9,0.0,337.0,333.0,1.0,33.0,1.5,0.0,59297,22430.922,0.02161137,28.497955,26.277252,995.78937,995.5769,0.61135864,-0.830307,88.93325805664062,1.0311009,323.63562,6.783797042140778,10.386242877981289,43.59915309586789,0.4723065102061388,32.63455516636709,22.408808331960955,33.16146850004952
2025-07-19 09:00:00,25.1,990.2,74.0,30.3,16900.0,0.6,996.0,31.9,0.0,298.0,336.0,0.9,275.0,0.7,0.0,59297,28199.91,0.021831205,30.660797,26.442047,995.4825,995.2725,0.8065033,-1.2309875,79.27324676513672,1.4716582,326.76846,6.553051220956739,11.28513942284571,56.07169389126739,0.5033254701165254,35.3836393979575,24.00562708390073,35.314906668548645
2025-07-19 10:00:00,25.5,990.0,67.0,32.5,30000.0,2.3,995.8,32.7,0.0,334.0,358.0,1.8,309.0,3.7,0.0,59297,13236.481,0.020812681,32.311188,25.641266,995.3323,995.1225,-0.596344,-3.4107513,68.7900619506836,3.462492,9.91748,6.783797042140778,8.314199110477926,76.96210823158363,0.4723065102061388,24.56891291378841,15.83086228873512,29.502945351555983
2025-07-19 11:00:00,25.6,989.5,66.0,32.9,30000.0,2.7,995.3,33.0,0.0,348.0,348.0,3.0,337.0,3.9,0.0,59297,17342.432,0.019876225,33.142975,24.869537,994.927,994.71564,-1.426178,-3.6766357,62.65902328491211,3.943556,21.201416,6.960538499399756,5.676638445113004,84.94943101350242,0.4546323644802411,24.16233564980133,16.893738094944965,30.118462618852988
2025-07-19 12:00:00,25.8,988.9,67.0,32.8,30000.0,1.0,994.6,33.3,0.0,347.0,345.0,2.4,354.0,2.9,0.0,59297,30000.0,0.019753756,32.466705,24.765533,994.7886,994.58,-1.5654297,-2.4765015,64.68327331542969,2.929783,32.297516,7.447469555762598,4.424258985730629,88.04767383110611,0.4321810662070781,25.027199559273058,17.0426130755532,29.68726451579164
2025-07-19 13:00:00,25.1,988.3,64.0,32.9,30000.0,2.0,994.0,32.0,0.0,342.0,341.0,2.3,350.0,2.2,0.0,59297,30000.0,0.019853836,32.219635,24.83487,993.9202,993.70624,-1.5350037,-1.9159088,65.86812591552734,2.4549832,38.701294,7.137279956658733,3.734448584834494,87.99803666038986,0.4148874980608231,22.065427208198795,14.676664484130422,28.738143343781168
2025-07-19 14:00:00,24.6,987.9,62.0,32.9,30000.0,4.1,993.6,31.0,0.0,5.0,1.0,3.0,15.0,6.4,0.0,59297,30000.0,0.01939788,33.07364,24.427155,992.51843,992.3094,-1.6076965,-2.1605377,61.24134826660156,2.6930673,36.653625,7.021659677215754,3.728336711630315,83.0559131768473,0.4091064840886742,20.877087655880075,13.595143519790598,27.306958260228527
2025-07-19 15:00:00,25.0,987.4,64.0,32.8,30000.0,2.4,993.1,31.8,0.0,23.0,18.0,2.4,20.0,3.0,0.0,59297,30000.0,0.01871502,34.422516,23.826813,991.8834,991.67065,-2.8770447,-2.0661316,54.7532958984375,3.5420737,54.316223,6.610861360678229,4.16413398999846,71.25054893794736,0.4091064840886742,19.43279270768084,11.917422880545882,23.73656089506309
